"bclim1","bclim10","bclim11","bclim12","bclim13","bclim14","bclim15","bclim16","bclim17","bclim18","bclim19","bclim2","bclim3","bclim4","bclim5","bclim6","bclim7","bclim8","bclim9"
16.2388324737549,26.0659999847412,7.46666669845581,257,38,3,46.3385810852051,92,26,76,89,13.1370000839233,39.5597457885742,772.354858398438,34.5200004577637,1.31200003623962,33.2080001831055,8.26133346557617,18.2819995880127
12.8228330612183,21.6399993896484,5.64266633987427,696,136,2,91.6252365112305,383,13,28,375,12.2403335571289,42.1035118103027,664.434997558594,29.5240001678467,0.451999992132187,29.07200050354,5.96000003814697,21.1019992828369
18.2124996185303,28.6133327484131,8.33600044250488,95,19,1,68.7119598388672,48,6,10,48,17.8116664886475,43.8840713500977,831.006652832031,39.6679992675781,-0.920000016689301,40.5879974365234,10.4246664047241,26.2093334197998
15.441333770752,25.1773338317871,6.85533332824707,296,40,3,47.1744117736816,110,30,80,108,13.0579996109009,39.7673263549805,761.394470214844,33.6360015869141,0.800000011920929,32.8360023498535,7.51733350753784,17.2946662902832
16.4869995117188,26.1700000762939,7.44466686248779,163,32,1,82.3614349365234,87,6,7,85,16.4979991912842,43.6547431945801,769.938354492188,36.431999206543,-1.36000001430511,37.7919998168945,9.27266693115234,23.6433334350586
17.2985000610352,27.2226657867432,8.12800025939941,150,28,2,69.3079452514648,75,10,16,75,16.5189990997314,43.7103080749512,786.0283203125,37.8279991149902,0.0360000021755695,37.7919998168945,8.12800025939941,24.711332321167
16.4969997406006,25.6773338317871,8.06066703796387,214,43,1,85.7913436889648,117,7,7,113,15.7486667633057,44.3724403381348,729.522033691406,35.6360015869141,0.144000008702278,35.492000579834,9.4640007019043,23.042667388916
16.1644992828369,25.3839988708496,7.60733318328857,192,37,1,82.9239196777344,101,7,7,101,17.2883338928223,46.2007827758789,733.547973632812,36.3320007324219,-1.08800005912781,37.4200019836426,7.60733318328857,22.8413333892822
16.3051662445068,25.6473331451416,7.62933349609375,160,30,1,81.1624603271484,82,5,6,82,17.2656669616699,45.7247543334961,743.406677246094,36.3639984130859,-1.39600002765656,37.7599983215332,9.27533340454102,23.07200050354
13.9381666183472,22.9466667175293,6.18200016021729,292,49,2,80.5870361328125,147,12,19,143,14.1110000610352,43.752326965332,694.520812988281,32.2360000610352,-0.0160000007599592,32.2519989013672,6.85733366012573,19.5886669158936
12.9876670837402,21.3846664428711,6.15733337402344,353,67,2,89.3844146728516,187,8,12,187,11.5,40.9894485473633,630.394409179688,29.1319999694824,1.07599997520447,28.0559997558594,6.15733337402344,20.7893333435059
18.0435009002686,28.3920001983643,8.47200012207031,201,29,3,49.0629234313965,76,17,54,66,13.5743341445923,38.9574508666992,817.621398925781,37.2439994812012,2.40000009536743,34.8439979553223,9.84733390808105,21.2146663665771
6.60483312606812,15.7446670532227,-1.5073333978653,513,90,8,71.8662948608398,249,34,47,249,14.0936670303345,42.507137298584,712.477600097656,25.4720001220703,-7.68400001525879,33.1559982299805,-1.5073333978653,12.3593330383301
10.7601671218872,19.7046661376953,3.10266661643982,750,144,3,87.7288818359375,404,20,39,393,12.1343336105347,40.4963722229004,689.537963867188,27.9160003662109,-2.04800009727478,29.9640007019043,3.63800001144409,19.4860000610352
13.9006662368774,21.3466663360596,7.59666681289673,457,87,1,90.8583068847656,251,6,13,240,16.8606662750244,51.974925994873,573.19970703125,32.3880004882812,-0.0520000010728836,32.439998626709,8.21333312988281,21.1546669006348
16.66233253479,26.2779998779297,7.86933326721191,196,37,1,81.1554183959961,105,8,8,101,15.2846670150757,42.8814582824707,761.976257324219,35.8839988708496,0.240000009536743,35.6439971923828,9.2180004119873,23.5733337402344
16.3808326721191,25.7533340454102,7.78000020980835,176,29,1,64.5414886474609,83,11,14,80,17.2763328552246,46.4118118286133,741.825622558594,36.8600006103516,-0.363999992609024,37.2239990234375,9.07333374023438,23.17799949646
11.8999996185303,20.8940010070801,3.8986668586731,362,62,4,74.9711074829102,177,20,30,177,14.6300001144409,44.40869140625,706.9619140625,30.5960006713867,-2.34800004959106,32.9440002441406,4.7020001411438,18.007999420166
15.128999710083,24.1266670227051,6.89333343505859,309,59,1,87.368293762207,166,8,8,165,15.728666305542,45.0059127807617,713.530517578125,34.4720001220703,-0.476000010967255,34.9480018615723,8.14933395385742,24.1266670227051
13.6750001907349,22.9373340606689,5.57200002670288,565,111,2,91.0747528076172,309,12,25,308,13.4913339614868,42.1498794555664,721.690246582031,31.9120006561279,-0.096000000834465,32.007999420166,6.39133358001709,22.7933330535889
